key|note_word|pos_tag|occurrences|exclude_filters|include_filters
uniq832|ELLIS|NNP|1|['filters/regex/salutations/attending.txt', 'filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq833|4|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq834|4238782|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq835|5|CD|3|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq836|95|CD|4|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq837|DIAG1|NNP|1|[]|[]
uniq838|MARG1|NNP|1|[]|[]
uniq839|CABG6|NNP|1|['filters/regex/dates/mm_yy_transformed.txt']|[]
uniq840|SVG|NNP|2|['filters/regex/salutations/name_patterns.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq841|OM|NNP|1|['filters/regex/salutations/name_patterns.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq842|LIMa|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq843|Regan|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq844|Percy|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq845|Root|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq846|the|DT|1|['filters/regex/addresses/short_street_name_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq847|Shady|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/short_street_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq848|Brook|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/short_street_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq849|folloing|VBG|1|[]|[]
uniq850|lisinorpill|VBZ|1|[]|[]
uniq851|Claxton|NNP|1|['filters/regex/addresses/lives_in_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq852|with|IN|1|['filters/regex/addresses/lives_in_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq853|grandkids|NNS|1|[]|[]
uniq854|125|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq855|NYHA|NNP|3|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq856|II|NNP|1|['filters/regex_context/names_regex_context2.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq857|Hre|NNP|1|['filters/regex_context/names_regex_context2.txt']|[]
uniq858|Xavier|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq859|Ross|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq860|December|NNP|5|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq861|21|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt']|['POS MATCHER']
uniq862|2095|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq863|UK|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq864|wrinkles|NNS|1|[]|[]
uniq865|UMN|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq866|proably|RB|1|[]|[]
uniq867|Victor|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq868|Meadows|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq869|Shady|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq870|Brook|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq871|745|CD|1|['filters/regex/mrn_id/DD-DD-DD-DD.txt', 'filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq872|456|CD|1|['filters/regex/mrn_id/DD-DD-DD-DD.txt', 'filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq873|4769|CD|1|['filters/regex/mrn_id/DD-DD-DD-DD.txt', 'filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq874|vmeadows|NNS|1|['filters/regex/contact/url.txt', 'filters/regex/contact/email.txt']|[]
uniq875|sbhnc|JJ|1|['filters/regex/contact/url.txt', 'filters/regex/contact/email.txt']|[]
uniq876|org|NN|1|['filters/regex/contact/url.txt', 'filters/regex/contact/email.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq877|07|CD|5|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq878|10|CD|2|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq879|2135|CD|10|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq880|Quincy|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq881|Rucker|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq882|03|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq883|Catalina|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq884|Lane|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq885|Abilene|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq886|IN|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq887|97765|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq888|EGAN|NNP|1|['filters/regex/salutations/patient_mrn.txt', 'filters/regex/salutations/patient_provider.txt', 'filters/regex/salutations/email_header.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq889|VAL|NNP|1|['filters/regex/salutations/patient_mrn.txt', 'filters/regex/salutations/patient_provider.txt', 'filters/regex/salutations/email_header.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq890|8268084|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq891|30|CD|3|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq892|2063|CD|1|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq893|Rucker|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq894|Val|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq895|Levothyroxine|NNP|1|['filters/regex_context/names_regex_context1.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq896|Lyrica|NNP|3|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq897|cincinnati|NN|1|['filters/regex/addresses/lives_in_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq898|31|CD|2|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq899|2135|CD|4|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq900|Joshua|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq901|Jett|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context2.txt']|[]
uniq902|TD|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq903|8885698|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq904|785715|CD|1|['filters/regex/mrn_id/id_verbose.txt', 'filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq905|88198140|CD|1|['filters/regex/mrn_id/id_verbose.txt', 'filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq906|GIBSON|NNP|3|['filters/regex/addresses/hospital1.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq907|COMMUNITY|NNP|3|['filters/regex/addresses/hospital1.txt', 'filters/regex_context/names_regex_context3.txt']|['filters/regex/safe/hospital_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq908|Cardiolog|NNP|1|[]|[]
uniq909|Xenakis|NNP|3|['filters/regex/salutations/dr_ambiguous.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq910|Dr|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq911|Tiffin|NNP|1|['filters/regex/addresses/in_city_transformed.txt', 'filters/regex/salutations/pre_salutations_2chars.txt', 'filters/regex/salutations/dr_ambiguous.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq912|Whitlock|NNP|1|['filters/regex/addresses/in_city_transformed.txt', 'filters/regex/salutations/pre_salutations_2chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq913|Natchaug|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/in_city_transformed.txt', 'filters/regex/organizations/admission_to_hospital_12chars.txt']|[]
uniq914|8|CD|3|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq915|30|CD|6|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq916|35|CD|2|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq917|Whitlock|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq918|Xenakis|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq919|9|CD|12|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq920|35|CD|8|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq921|consetnted|VBD|1|[]|[]
uniq922|ATORVASTATIN80|NNP|1|[]|[]
uniq923|MG|NNP|3|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq924|CLOPIDOGREL75|NNP|1|[]|[]
uniq925|TARTRATE25|NNP|1|[]|[]
uniq926|LYRICA|NNP|7|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq927|Iran|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq928|April|NNP|2|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq929|2135|CD|2|['filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq930|Cincinnatti|NNP|1|['filters/regex/addresses/city_state_transformed.txt']|[]
uniq931|IN|NNP|2|['filters/regex/addresses/city_state_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq932|S3S4|NNP|1|[]|[]
uniq933|6|CD|5|['filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq934|Cool|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq935|FA|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq936|04|CD|4|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq937|Race|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq938|Staff|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq939|Xenakis|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq940|Gregory|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq941|Whitlock|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq942|Tiffin|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq943|Rucker|NNP|1|['filters/regex/salutations/patient_provider.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq944|Quincy|NNP|1|['filters/regex/salutations/patient_provider.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq945|Egan|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq946|Natchaug|NNP|2|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/in_city_transformed.txt']|[]
uniq947|Gibson|NNP|1|['filters/regex/addresses/hospital1.txt', 'filters/regex/addresses/hospital2.txt', 'filters/regex/organizations/admission_from_14chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq948|Dr|NNP|1|['filters/regex/organizations/admitted_to_hospital_11chars.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq949|Sebastian|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
